SlNo,imei,InfoType,Date Time,,F,Time,Validity,Latitude,Lat Direction,Longitude,Lng Direction,Speed,Course,Elevation,Acc,Battery,GSM,Version
23288,imei:865609029388685,tracker,18-06-2025 9.58,,F,95837,A,1259.1216,N,7733.2069,E,0,10,963.7,1,49,66,F1.7.3;
23289,imei:865609029388685,tracker,18-06-2025 9.58,,F,95838,A,1259.1216,N,7733.2069,E,1,58,963.7,1,85,66,F1.7.3;
23290,imei:865609029388685,tracker,18-06-2025 9.58,,F,95839,A,1259.1218,N,7733.2069,E,0,351,963.7,1,85,66,F1.7.3;
23291,imei:865609029388685,tracker,18-06-2025 9.58,,F,95840,A,1259.1218,N,7733.2069,E,0,195,963.7,1,85,66,F1.7.3;
23292,imei:865609029388685,tracker,18-06-2025 9.58,,F,95844,A,1259.1216,N,7733.2069,E,3,237,963.7,1,85,66,F1.7.3;
23293,imei:865609029388685,tracker,18-06-2025 9.58,,F,95848,A,1259.1216,N,7733.2066,E,1,289,963.7,1,85,66,F1.7.3;
23294,imei:865609029388685,tracker,18-06-2025 9.58,,F,95849,A,1259.1216,N,7733.2066,E,1,331,963.7,1,85,63,F1.7.3;
23295,imei:865609029388685,tracker,18-06-2025 9.58,,F,95851,A,1259.1216,N,7733.2066,E,2,21,963.7,1,85,63,F1.7.3;
23296,imei:865609029388685,tracker,18-06-2025 9.58,,F,95857,A,1259.1218,N,7733.2068,E,2,346,963.7,1,85,63,F1.7.3;
23297,imei:865609029388685,tracker,18-06-2025 9.58,,F,95858,A,1259.1219,N,7733.2068,E,1,305,963.7,1,85,63,F1.7.3;
23298,imei:865609029388685,tracker,18-06-2025 9.58,,F,95859,A,1259.1219,N,7733.2068,E,0,169,963.7,1,85,63,F1.7.3;
23299,imei:865609029388685,tracker,18-06-2025 9.59,,F,95900,A,1259.1218,N,7733.2066,E,4,245,963.7,1,85,63,F1.7.3;
23300,imei:865609029388685,tracker,18-06-2025 9.59,,F,95907,A,1259.1216,N,7733.2062,E,4,141,963.7,1,85,63,F1.7.3;
23301,imei:865609029388685,tracker,18-06-2025 9.59,,F,95909,A,1259.1216,N,7733.2062,E,4,102,963.7,1,85,70,F1.7.3;
23302,imei:865609029388685,tracker,18-06-2025 9.59,,F,95914,A,1259.1216,N,7733.2068,E,10,67,963.7,1,85,70,F1.7.3;
23303,imei:865609029388685,tracker,18-06-2025 9.59,,F,95917,A,1259.1218,N,7733.207,E,4,30,963.7,1,85,70,F1.7.3;
23304,imei:865609029388685,tracker,18-06-2025 9.59,,F,95924,A,1259.1223,N,7733.2072,E,4,0,963.7,1,85,70,F1.7.3;
23305,imei:865609029388685,tracker,18-06-2025 9.59,,F,95928,A,1259.1226,N,7733.2072,E,2,291,963.7,1,85,76,F1.7.3;
23306,imei:865609029388685,tracker,18-06-2025 9.59,,F,95933,A,1259.1226,N,7733.207,E,2,329,963.7,1,85,76,F1.7.3;
23307,imei:865609029388685,tracker,18-06-2025 9.59,,F,95935,A,1259.1226,N,7733.2069,E,0,48,963.7,1,85,76,F1.7.3;
23308,imei:865609029388685,tracker,18-06-2025 9.59,,F,95936,A,1259.1226,N,7733.2069,E,2,185,963.7,1,85,76,F1.7.3;
23309,imei:865609029388685,tracker,18-06-2025 9.59,,F,95940,A,1259.1224,N,7733.2069,E,5,145,963.7,1,85,76,F1.7.3;
23310,imei:865609029388685,tracker,18-06-2025 9.59,,F,95942,A,1259.1223,N,7733.207,E,3,101,963.7,1,85,73,F1.7.3;
23311,imei:865609029388685,tracker,18-06-2025 9.59,,F,95946,A,1259.1223,N,7733.2072,E,1,60,963.7,1,85,73,F1.7.3;
23312,imei:865609029388685,tracker,18-06-2025 9.59,,F,95950,A,1259.1224,N,7733.2073,E,1,351,963.7,1,84,73,F1.7.3;
23313,imei:865609029388685,tracker,18-06-2025 9.59,,F,95952,A,1259.1224,N,7733.2073,E,4,54,963.7,1,84,73,F1.7.3;
23314,imei:865609029388685,tracker,18-06-2025 9.59,,F,95953,A,1259.1224,N,7733.2073,E,2,138,963.7,1,84,73,F1.7.3;
23315,imei:865609029388685,tracker,18-06-2025 9.59,,F,95954,A,1259.1224,N,7733.2075,E,2,170,963.7,1,85,73,F1.7.3;
23316,imei:865609029388685,tracker,18-06-2025 9.59,,F,95957,A,1259.1224,N,7733.2075,E,2,221,963.7,1,85,73,F1.7.3;
23317,imei:865609029388685,tracker,18-06-2025 9.59,,F,95958,A,1259.1223,N,7733.2073,E,2,268,963.7,1,85,73,F1.7.3;
23318,imei:865609029388685,tracker,18-06-2025 10.00,,F,100002,A,1259.1223,N,7733.2072,E,1,25,963.7,1,82,73,F1.7.3;
23319,imei:865609029388685,tracker,18-06-2025 10.00,,F,100003,A,1259.1223,N,7733.2072,E,3,56,963.7,1,85,73,F1.7.3;
23320,imei:865609029388685,tracker,18-06-2025 10.00,,F,100008,A,1259.1224,N,7733.2076,E,6,95,963.7,1,85,73,F1.7.3;
23321,imei:865609029388685,tracker,18-06-2025 10.00,,F,100013,A,1259.1224,N,7733.2079,E,0,214,963.7,1,85,73,F1.7.3;
23322,imei:865609029388685,tracker,18-06-2025 10.00,,F,100014,A,1259.1224,N,7733.2079,E,1,272,963.7,1,85,70,F1.7.3;
23323,imei:865609029388685,tracker,18-06-2025 10.00,,F,100016,A,1259.1224,N,7733.2079,E,3,314,963.7,1,85,70,F1.7.3;
23324,imei:865609029388685,tracker,18-06-2025 10.00,,F,100020,A,1259.1224,N,7733.2079,E,0,259,963.7,1,85,70,F1.7.3;
23325,imei:865609029388685,tracker,18-06-2025 10.00,,F,100021,A,1259.1224,N,7733.2079,E,0,12,963.7,1,85,70,F1.7.3;
23326,imei:865609029388685,tracker,18-06-2025 10.00,,F,100024,A,1259.1226,N,7733.2079,E,1,267,963.7,1,85,70,F1.7.3;
23327,imei:865609029388685,tracker,18-06-2025 10.00,,F,100025,A,1259.1226,N,7733.2079,E,2,230,963.7,1,85,70,F1.7.3;
23328,imei:865609029388685,tracker,18-06-2025 10.00,,F,100026,A,1259.1226,N,7733.2079,E,2,261,963.7,1,85,73,F1.7.3;
23329,imei:865609029388685,tracker,18-06-2025 10.00,,F,100030,A,1259.1224,N,7733.2076,E,4,231,963.7,1,85,73,F1.7.3;
23330,imei:865609029388685,tracker,18-06-2025 10.00,,F,100033,A,1259.1224,N,7733.2075,E,1,288,963.7,1,82,73,F1.7.3;
23331,imei:865609029388685,tracker,18-06-2025 10.00,,F,100034,A,1259.1224,N,7733.2075,E,0,327,963.7,1,85,73,F1.7.3;
23332,imei:865609029388685,tracker,18-06-2025 10.00,,F,100035,A,1259.1224,N,7733.2075,E,0,83,963.7,1,85,73,F1.7.3;
23333,imei:865609029388685,tracker,18-06-2025 10.00,,F,100036,A,1259.1224,N,7733.2075,E,4,203,963.7,1,85,76,F1.7.3;
23334,imei:865609029388685,tracker,18-06-2025 10.00,,F,100040,A,1259.1221,N,7733.2073,E,3,171,963.7,1,82,76,F1.7.3;
23335,imei:865609029388685,tracker,18-06-2025 10.00,,F,100046,A,1259.1216,N,7733.2076,E,6,137,963.7,1,85,76,F1.7.3;
23336,imei:865609029388685,tracker,18-06-2025 10.00,,F,100047,A,1259.1216,N,7733.2076,E,6,99,963.7,1,85,76,F1.7.3;
23337,imei:865609029388685,tracker,18-06-2025 10.00,,F,100050,A,1259.1216,N,7733.2079,E,2,140,963.7,1,85,76,F1.7.3;
23338,imei:865609029388685,tracker,18-06-2025 10.00,,F,100051,A,1259.1216,N,7733.2079,E,2,170,963.7,1,85,76,F1.7.3;
23339,imei:865609029388685,tracker,18-06-2025 10.00,,F,100057,A,1259.1213,N,7733.2079,E,1,90,963.7,1,82,76,F1.7.3;
23340,imei:865609029388685,tracker,18-06-2025 10.00,,F,100058,A,1259.1213,N,7733.2079,E,0,38,963.7,1,85,76,F1.7.3;
23341,imei:865609029388685,tracker,18-06-2025 10.00,,F,100059,A,1259.1213,N,7733.2079,E,2,210,963.7,1,59,76,F1.7.3;
23342,imei:865609029388685,tracker,18-06-2025 10.01,,F,100101,A,1259.1212,N,7733.2079,E,1,165,963.7,1,84,63,F1.7.3;
23343,imei:865609029388685,tracker,18-06-2025 10.01,,F,100102,A,1259.1212,N,7733.2079,E,2,209,963.7,1,84,63,F1.7.3;
23344,imei:865609029388685,tracker,18-06-2025 10.01,,F,100111,A,1259.1205,N,7733.2075,E,2,277,963.7,1,55,63,F1.7.3;
23345,imei:865609029388685,tracker,18-06-2025 10.01,,F,100113,A,1259.1205,N,7733.2073,E,5,38,963.7,1,85,63,F1.7.3;
23346,imei:865609029388685,tracker,18-06-2025 10.01,,F,100115,A,1259.1207,N,7733.2075,E,2,110,963.7,1,82,63,F1.7.3;
23347,imei:865609029388685,tracker,18-06-2025 10.01,,F,100116,A,1259.1207,N,7733.2075,E,2,148,963.7,1,82,63,F1.7.3;
23348,imei:865609029388685,tracker,18-06-2025 10.01,,F,100121,A,1259.1204,N,7733.2078,E,3,114,963.7,1,82,63,F1.7.3;
23349,imei:865609029388685,tracker,18-06-2025 10.01,,F,100124,A,1259.1202,N,7733.2079,E,4,156,963.7,1,82,63,F1.7.3;
23350,imei:865609029388685,sleep,18-06-2025 10.01,,F,100127,A,1259.12,N,7733.2079,E,6,172,963.7,0,82,70,F1.7.3;
23351,imei:865609029330026,sleep,00/00/00 00:00,,F,100545,V,1254.8838,N,7738.3467,E,5,338,896,0,41,73,F1.7.3;
23352,imei:865609029388685,sleep,18-06-2025 10.09,,F,100928,A,1259.1215,N,7733.2143,E,3,344,961.8,0,85,63,F1.7.3;
23353,imei:865609029388685,tracker,18-06-2025 10.15,,F,101526,A,1259.1208,N,7733.2022,E,5,13,961.6,1,85,60,F1.7.3;
23354,imei:865609029388685,tracker,18-06-2025 10.15,,F,101557,A,1259.1218,N,7733.2041,E,3,106,961.5,1,85,73,F1.7.3;
23355,imei:865609029388685,tracker,18-06-2025 10.15,,F,101559,A,1259.1218,N,7733.2042,E,4,154,961.5,1,85,73,F1.7.3;
23356,imei:865609029388685,tracker,18-06-2025 10.16,,F,101602,A,1259.1218,N,7733.2042,E,2,111,961.5,1,85,73,F1.7.3;
23357,imei:865609029388685,tracker,18-06-2025 10.16,,F,101603,A,1259.1218,N,7733.2042,E,2,56,961.5,1,85,73,F1.7.3;
23358,imei:865609029388685,tracker,18-06-2025 10.16,,F,101607,A,1259.1218,N,7733.2045,E,1,86,961.5,1,85,73,F1.7.3;
23359,imei:865609029388685,tracker,18-06-2025 10.16,,F,101608,A,1259.1218,N,7733.2045,E,1,142,961.5,1,85,73,F1.7.3;
23360,imei:865609029388685,tracker,18-06-2025 10.16,,F,101609,A,1259.1218,N,7733.2045,E,0,65,961.5,1,85,73,F1.7.3;
23361,imei:865609029388685,tracker,18-06-2025 10.16,,F,101610,A,1259.1218,N,7733.2045,E,2,10,961.5,1,85,73,F1.7.3;
23362,imei:865609029388685,tracker,18-06-2025 10.16,,F,101611,A,1259.1218,N,7733.2045,E,1,278,961.5,1,85,73,F1.7.3;
23363,imei:865609029388685,tracker,18-06-2025 10.16,,F,101612,A,1259.1218,N,7733.2045,E,2,232,961.5,1,85,73,F1.7.3;
23364,imei:865609029388685,tracker,18-06-2025 10.16,,F,101613,A,1259.1218,N,7733.2045,E,3,200,961.5,1,85,73,F1.7.3;
23365,imei:865609029388685,tracker,18-06-2025 10.16,,F,101616,A,1259.1218,N,7733.2045,E,0,74,961.5,1,85,73,F1.7.3;
23366,imei:865609029388685,tracker,18-06-2025 10.16,,F,101617,A,1259.1218,N,7733.2045,E,1,113,961.5,1,85,73,F1.7.3;
23367,imei:865609029388685,tracker,18-06-2025 10.16,,F,101619,A,1259.1218,N,7733.2045,E,1,232,961.5,1,85,73,F1.7.3;
23368,imei:865609029388685,tracker,18-06-2025 10.16,,F,101620,A,1259.1218,N,7733.2045,E,0,29,961.4,1,85,73,F1.7.3;
23369,imei:865609029388685,tracker,18-06-2025 10.16,,F,101621,A,1259.1218,N,7733.2045,E,1,316,961.4,1,85,73,F1.7.3;
23370,imei:865609029388685,tracker,18-06-2025 10.16,,F,101622,A,1259.1218,N,7733.2045,E,1,358,961.4,1,82,66,F1.7.3;
23371,imei:865609029388685,tracker,18-06-2025 10.16,,F,101623,A,1259.1218,N,7733.2045,E,3,49,961.4,1,82,66,F1.7.3;
23372,imei:865609029388685,tracker,18-06-2025 10.16,,F,101625,A,1259.1218,N,7733.2046,E,4,117,961.4,1,82,66,F1.7.3;
23373,imei:865609029388685,tracker,18-06-2025 10.16,,F,101629,A,1259.1218,N,7733.2049,E,5,148,961.4,1,82,66,F1.7.3;
23374,imei:865609029388685,tracker,18-06-2025 10.16,,F,101635,A,1259.1213,N,7733.2052,E,5,182,961.4,1,85,66,F1.7.3;
23375,imei:865609029388685,tracker,18-06-2025 10.16,,F,101639,A,1259.121,N,7733.2052,E,2,136,961.4,1,85,66,F1.7.3;
23376,imei:865609029388685,tracker,18-06-2025 10.16,,F,101641,A,1259.1208,N,7733.2053,E,4,167,961.4,1,85,66,F1.7.3;
23377,imei:865609029388685,tracker,18-06-2025 10.16,,F,101642,A,1259.1207,N,7733.2053,E,3,130,961.4,1,85,66,F1.7.3;
23378,imei:865609029388685,tracker,18-06-2025 10.16,,F,101645,A,1259.1207,N,7733.2055,E,3,173,961.4,1,82,66,F1.7.3;
23379,imei:865609029388685,tracker,18-06-2025 10.16,,F,101646,A,1259.1205,N,7733.2055,E,1,213,961.4,1,82,66,F1.7.3;
23380,imei:865609029388685,tracker,18-06-2025 10.16,,F,101650,A,1259.1205,N,7733.2053,E,2,277,961.4,1,82,66,F1.7.3;
23381,imei:865609029388685,tracker,18-06-2025 10.16,,F,101651,A,1259.1205,N,7733.2052,E,2,247,961.4,1,82,66,F1.7.3;
23382,imei:865609029388685,sleep,18-06-2025 10.16,,F,101654,A,1259.1204,N,7733.2052,E,5,221,961.4,0,82,66,F1.7.3;
23383,imei:865609029330026,sleep,00/00/00 00:00,,F,102145,V,1254.8838,N,7738.3467,E,5,338,896,0,41,70,F1.7.3;
23384,imei:865609029388685,sleep,18-06-2025 10.24,,F,102455,A,1259.1169,N,7733.2043,E,5,42,960.7,0,85,70,F1.7.3;
23385,imei:865609029388685,tracker,18-06-2025 10.27,,F,102741,A,1259.1302,N,7733.2049,E,3,300,958.8,1,85,76,F1.7.3;
23386,imei:865609029388685,tracker,18-06-2025 10.27,,F,102745,A,1259.1302,N,7733.2045,E,9,269,958.8,1,85,76,F1.7.3;
23387,imei:865609029388685,tracker,18-06-2025 10.28,,F,102804,A,1259.1316,N,7733.2012,E,11,299,958.8,1,82,76,F1.7.3;
23388,imei:865609029388685,tracker,18-06-2025 10.28,,F,102806,A,1259.1315,N,7733.2028,E,2,46,959.3,1,84,80,F1.7.3;
23389,imei:865609029388685,tracker,18-06-2025 10.28,,F,102813,A,1259.1316,N,7733.2039,E,6,95,959.3,1,82,80,F1.7.3;
23390,imei:865609029388685,tracker,18-06-2025 10.28,,F,102817,A,1259.1316,N,7733.2043,E,5,56,959.3,1,84,73,F1.7.3;
23391,imei:865609029388685,tracker,18-06-2025 10.28,,F,102841,A,1259.1327,N,7733.2063,E,9,91,959.2,1,82,53,F1.7.3;
23392,imei:865609029388685,tracker,18-06-2025 10.28,,F,102859,A,1259.1337,N,7733.2113,E,15,60,959.2,1,82,53,F1.7.3;
23393,imei:865609029388685,tracker,18-06-2025 10.29,,F,102933,A,1259.1346,N,7733.218,E,3,23,958.7,1,82,66,F1.7.3;
23394,imei:865609029388685,tracker,18-06-2025 10.29,,F,102938,A,1259.1348,N,7733.2183,E,7,75,958.7,1,84,66,F1.7.3;
23395,imei:865609029388685,tracker,18-06-2025 10.29,,F,102945,A,1259.1349,N,7733.2191,E,7,113,958.7,1,81,66,F1.7.3;
23396,imei:865609029388685,tracker,18-06-2025 10.29,,F,102948,A,1259.1348,N,7733.2193,E,6,143,958.7,1,82,66,F1.7.3;
23397,imei:865609029388685,tracker,18-06-2025 10.29,,F,102952,A,1259.1345,N,7733.2194,E,6,195,958.7,1,81,66,F1.7.3;
23398,imei:865609029388685,sleep,18-06-2025 10.29,,F,102957,A,1259.1338,N,7733.2191,E,7,208,958.7,0,82,63,F1.7.3;
23399,imei:865609029388685,tracker,18-06-2025 10.32,,F,103215,A,1259.13,N,7733.2126,E,2,8,958.7,1,82,66,F1.7.3;
23400,imei:865609029388685,tracker,18-06-2025 10.32,,F,103216,A,1259.1302,N,7733.2127,E,1,82,958.7,1,82,66,F1.7.3;
23401,imei:865609029388685,tracker,18-06-2025 10.32,,F,103218,A,1259.1302,N,7733.2127,E,2,115,958.7,1,82,66,F1.7.3;
23402,imei:865609029388685,tracker,18-06-2025 10.32,,F,103222,A,1259.13,N,7733.213,E,4,85,958.7,1,81,66,F1.7.3;
23403,imei:865609029388685,tracker,18-06-2025 10.32,,F,103233,A,1259.13,N,7733.2137,E,2,124,958.7,1,81,70,F1.7.3;
23404,imei:865609029388685,tracker,18-06-2025 10.32,,F,103234,A,1259.13,N,7733.2137,E,2,157,958.7,1,81,70,F1.7.3;
23405,imei:865609029388685,tracker,18-06-2025 10.32,,F,103235,A,1259.13,N,7733.2137,E,3,192,958.7,1,81,70,F1.7.3;
23406,imei:865609029388685,tracker,18-06-2025 10.32,,F,103236,A,1259.13,N,7733.2137,E,1,224,958.7,1,81,70,F1.7.3;
23407,imei:865609029388685,tracker,18-06-2025 10.32,,F,103238,A,1259.13,N,7733.2137,E,2,164,958.7,1,81,70,F1.7.3;
23408,imei:865609029388685,tracker,18-06-2025 10.32,,F,103241,A,1259.1297,N,7733.2137,E,2,199,958.7,1,81,70,F1.7.3;
23409,imei:865609029388685,tracker,18-06-2025 10.32,,F,103244,A,1259.1297,N,7733.2137,E,2,169,958.7,1,80,70,F1.7.3;
23410,imei:865609029388685,tracker,18-06-2025 10.32,,F,103245,A,1259.1297,N,7733.2137,E,1,86,958.7,1,81,70,F1.7.3;
23411,imei:865609029388685,tracker,18-06-2025 10.32,,F,103246,A,1259.1297,N,7733.2137,E,1,24,958.7,1,81,70,F1.7.3;
23412,imei:865609029388685,tracker,18-06-2025 10.32,,F,103247,A,1259.1297,N,7733.2137,E,0,266,958.7,1,81,66,F1.7.3;
23413,imei:865609029388685,tracker,18-06-2025 10.32,,F,103248,A,1259.1297,N,7733.2137,E,1,201,958.7,1,81,66,F1.7.3;
23414,imei:865609029388685,tracker,18-06-2025 10.32,,F,103250,A,1259.1297,N,7733.2137,E,2,349,958.7,1,81,66,F1.7.3;
23415,imei:865609029388685,tracker,18-06-2025 10.32,,F,103255,A,1259.13,N,7733.2137,E,3,19,958.7,1,81,66,F1.7.3;
23416,imei:865609029388685,tracker,18-06-2025 10.32,,F,103257,A,1259.13,N,7733.2137,E,3,81,958.7,1,81,66,F1.7.3;
23417,imei:865609029388685,tracker,18-06-2025 10.32,,F,103258,A,1259.13,N,7733.2137,E,4,35,958.7,1,81,66,F1.7.3;
23418,imei:865609029388685,tracker,18-06-2025 10.33,,F,103301,A,1259.1302,N,7733.2139,E,4,2,958.7,1,49,60,F1.7.3;
23419,imei:865609029388685,tracker,18-06-2025 10.33,,F,103303,A,1259.1303,N,7733.2139,E,4,38,958.7,1,81,60,F1.7.3;
23420,imei:865609029388685,tracker,18-06-2025 10.33,,F,103308,A,1259.1305,N,7733.2141,E,3,86,958.6,1,81,60,F1.7.3;
23421,imei:865609029388685,tracker,18-06-2025 10.33,,F,103311,A,1259.1305,N,7733.2143,E,2,158,958.6,1,81,70,F1.7.3;
23422,imei:865609029388685,tracker,18-06-2025 10.33,,F,103313,A,1259.1305,N,7733.2144,E,5,121,958.6,1,81,70,F1.7.3;
23423,imei:865609029388685,sleep,18-06-2025 10.33,,F,103315,A,1259.1303,N,7733.2146,E,5,131,958.6,0,59,70,F1.7.3;
23424,imei:865609029330026,sleep,00/00/00 00:00,,F,103746,V,1254.8838,N,7738.3467,E,5,338,896,0,41,63,F1.7.3;
23425,imei:865609029388685,tracker,18-06-2025 10.44,,F,104433,A,1259.1257,N,7733.2069,E,1,176,952,1,82,70,F1.7.3;
23426,imei:865609029388685,tracker,18-06-2025 10.44,,F,104437,A,1259.1256,N,7733.2069,E,4,209,952,1,67,70,F1.7.3;
23427,imei:865609029388685,tracker,18-06-2025 10.44,,F,104440,A,1259.1254,N,7733.2066,E,5,253,952,1,81,70,F1.7.3;
23428,imei:865609029388685,tracker,18-06-2025 10.44,,F,104443,A,1259.1253,N,7733.2065,E,4,297,952,1,81,70,F1.7.3;
23429,imei:865609029388685,tracker,18-06-2025 10.44,,F,104454,A,1259.1256,N,7733.2049,E,11,263,952,1,81,76,F1.7.3;
23430,imei:865609029388685,tracker,18-06-2025 10.45,,F,104509,A,1259.1248,N,7733.2028,E,2,181,952,1,82,76,F1.7.3;
23431,imei:865609029388685,tracker,18-06-2025 10.45,,F,104513,A,1259.1245,N,7733.2028,E,2,131,952,1,82,76,F1.7.3;
23432,imei:865609029388685,tracker,18-06-2025 10.45,,F,104515,A,1259.1245,N,7733.2029,E,3,98,952,1,80,76,F1.7.3;
23433,imei:865609029388685,tracker,18-06-2025 10.45,,F,104526,A,1259.1243,N,7733.2038,E,5,136,952,1,81,76,F1.7.3;
23434,imei:865609029388685,tracker,18-06-2025 10.45,,F,104532,A,1259.1238,N,7733.2041,E,5,96,952,1,82,73,F1.7.3;
23435,imei:865609029388685,sleep,18-06-2025 10.45,,F,104540,A,1259.1234,N,7733.2053,E,12,112,951.9,0,81,73,F1.7.3;
23436,imei:865609029388685,tracker,18-06-2025 10.46,,F,104649,A,1259.1265,N,7733.1981,E,15,286,950.8,1,82,73,F1.7.3;
23437,imei:865609029388685,tracker,18-06-2025 10.47,,F,104701,A,1259.1254,N,7733.2021,E,4,342,950.8,1,82,73,F1.7.3;
23438,imei:865609029388685,tracker,18-06-2025 10.47,,F,104704,A,1259.1256,N,7733.2021,E,2,17,950.8,1,82,73,F1.7.3;
23439,imei:865609029388685,tracker,18-06-2025 10.47,,F,104705,A,1259.1256,N,7733.2021,E,2,334,950.8,1,81,73,F1.7.3;
23440,imei:865609029388685,tracker,18-06-2025 10.47,,F,104707,A,1259.1256,N,7733.2021,E,0,54,950.8,1,80,73,F1.7.3;
23441,imei:865609029388685,tracker,18-06-2025 10.47,,F,104708,A,1259.1256,N,7733.2021,E,1,318,950.8,1,80,73,F1.7.3;
23442,imei:865609029388685,tracker,18-06-2025 10.47,,F,104709,A,1259.1256,N,7733.2021,E,0,207,950.8,1,80,73,F1.7.3;
23443,imei:865609029388685,tracker,18-06-2025 10.47,,F,104710,A,1259.1256,N,7733.2021,E,0,172,950.8,1,81,73,F1.7.3;
23444,imei:865609029388685,tracker,18-06-2025 10.47,,F,104712,A,1259.1256,N,7733.2021,E,1,320,950.8,1,81,73,F1.7.3;
23445,imei:865609029388685,tracker,18-06-2025 10.47,,F,104714,A,1259.1256,N,7733.2019,E,0,261,950.8,1,80,73,F1.7.3;
23446,imei:865609029388685,tracker,18-06-2025 10.47,,F,104715,A,1259.1256,N,7733.2019,E,1,129,950.8,1,81,73,F1.7.3;
23447,imei:865609029388685,tracker,18-06-2025 10.47,,F,104717,A,1259.1256,N,7733.2021,E,2,174,950.8,1,81,73,F1.7.3;
23448,imei:865609029388685,tracker,18-06-2025 10.47,,F,104722,A,1259.1253,N,7733.2022,E,6,205,950.7,1,80,73,F1.7.3;
23449,imei:865609029388685,sleep,18-06-2025 10.47,,F,104750,A,1259.121,N,7733.1998,E,8,222,950.5,0,81,73,F1.7.3;
23450,imei:865609029330026,tracker,00/00/00 00:00,,F,105122,V,1254.8838,N,7738.3467,E,5,338,896,1,41,70,F1.7.3;
23451,imei:865609029330026,tracker,18-06-2025 10.53,,F,105302,A,1254.8641,N,7738.3516,E,8,135,933.3,1,38,90,F1.7.3;
23452,imei:865609029330026,tracker,18-06-2025 10.53,,F,105304,A,1254.8641,N,7738.353,E,0,194,932.5,1,38,100,F1.7.3;
23453,imei:865609029330026,tracker,18-06-2025 10.53,,F,105305,A,1254.8643,N,7738.3533,E,1,128,932.2,1,38,100,F1.7.3;
23454,imei:865609029330026,tracker,18-06-2025 10.53,,F,105306,A,1254.8645,N,7738.3534,E,1,45,931.8,1,38,100,F1.7.3;
23455,imei:865609029330026,tracker,18-06-2025 10.53,,F,105307,A,1254.8646,N,7738.3537,E,1,349,931.5,1,38,100,F1.7.3;
23456,imei:865609029330026,tracker,18-06-2025 10.53,,F,105308,A,1254.8646,N,7738.3538,E,0,296,931.2,1,38,100,F1.7.3;
23457,imei:865609029330026,tracker,18-06-2025 10.53,,F,105309,A,1254.8645,N,7738.3543,E,1,16,930.8,1,38,100,F1.7.3;
23458,imei:865609029330026,tracker,18-06-2025 10.53,,F,105313,A,1254.8646,N,7738.3554,E,1,56,929.1,1,36,100,F1.7.3;
23459,imei:865609029330026,tracker,18-06-2025 10.53,,F,105314,A,1254.8646,N,7738.3553,E,2,107,928.7,1,36,100,F1.7.3;
23460,imei:865609029330026,tracker,18-06-2025 10.53,,F,105316,A,1254.8646,N,7738.3554,E,1,144,927.7,1,36,100,F1.7.3;
23461,imei:865609029330026,tracker,18-06-2025 10.53,,F,105317,A,1254.8648,N,7738.3551,E,3,275,927.3,1,38,100,F1.7.3;
23462,imei:865609029330026,tracker,18-06-2025 10.53,,F,105318,A,1254.8648,N,7738.3557,E,1,177,926.9,1,38,100,F1.7.3;
23463,imei:865609029330026,tracker,18-06-2025 10.53,,F,105319,A,1254.8648,N,7738.3561,E,3,140,926.4,1,36,100,F1.7.3;
23464,imei:865609029330026,tracker,18-06-2025 10.53,,F,105320,A,1254.8651,N,7738.3561,E,2,353,925.9,1,36,100,F1.7.3;
23465,imei:865609029330026,tracker,18-06-2025 10.53,,F,105321,A,1254.8651,N,7738.3567,E,5,38,925.4,1,36,100,F1.7.3;
23466,imei:865609029330026,tracker,18-06-2025 10.53,,F,105324,A,1254.8657,N,7738.3574,E,2,72,924,1,38,100,F1.7.3;
23467,imei:865609029330026,sleep,18-06-2025 10.53,,F,105327,A,1254.866,N,7738.3577,E,2,49,922.6,0,36,100,F1.7.3;
23468,imei:865609029388685,sleep,18-06-2025 10.55,,F,105551,A,1259.1178,N,7733.2127,E,16,143,943.8,0,81,73,F1.7.3;
23469,imei:865609029330026,tracker,18-06-2025 10.57,,F,105702,A,1254.8722,N,7738.353,E,4,59,915.7,1,38,100,F1.7.3;
23470,imei:865609029330026,tracker,18-06-2025 10.57,,F,105704,A,1254.8722,N,7738.353,E,1,201,915.6,1,38,100,F1.7.3;
23471,imei:865609029330026,tracker,18-06-2025 10.57,,F,105705,A,1254.8722,N,7738.353,E,4,270,915.6,1,38,100,F1.7.3;
23472,imei:865609029330026,tracker,18-06-2025 10.57,,F,105707,A,1254.8722,N,7738.3528,E,6,231,915.6,1,38,100,F1.7.3;
23473,imei:865609029330026,tracker,18-06-2025 10.57,,F,105712,A,1254.876,N,7738.3585,E,2,190,888.5,1,36,100,F1.7.3;
23474,imei:865609029330026,tracker,18-06-2025 10.57,,F,105715,A,1254.8754,N,7738.3575,E,4,222,888.5,1,38,100,F1.7.3;
23475,imei:865609029330026,tracker,18-06-2025 10.57,,F,105718,A,1254.8751,N,7738.357,E,0,43,888.1,1,38,100,F1.7.3;
23476,imei:865609029330026,tracker,18-06-2025 10.57,,F,105719,A,1254.8751,N,7738.3567,E,4,354,888.2,1,38,100,F1.7.3;
23477,imei:865609029330026,tracker,18-06-2025 10.57,,F,105721,A,1254.8752,N,7738.3568,E,6,41,887.9,1,38,100,F1.7.3;
23478,imei:865609029330026,tracker,18-06-2025 10.57,,F,105724,A,1254.8754,N,7738.3571,E,2,101,887.9,1,38,100,F1.7.3;
